ID,"Source (Author, Title, & Details)",Melville Reference Codes
*341.,"Hawthorne, Nathaniel, Twice-Told Tales (Boston: American Stationers Co., 1837). [*Sealts #258; see also Sealts #259-60]","WJ: 416, 481b; MD: 229, 241, 410, 440e, 551; P: 203, 622a; E: 503; BT: 503; CM: 443, 487a, 504b, 544, 705; C: 315; BB: 410; TT: 576, 621; Unspec: 152, 162"
*336.,"Hawthorne, Nathaniel, Passages from the English NoteBooks (Boston: Fields, Osgood, 1870). [*Sealts #251]",C: 315
*342.,"Hawthorne, Nathaniel, A Wonder-Book for Girls and Boys With Engravings by Baker from Designs by Billings (Boston: Ticknor, Reed, & Fields, 1852). PSealts #261]",HF: 621?
*337.,"Hawthorne, Nathaniel, Passages from the French and Hawthorne, Nathaniel","see also 76a, 525a."
*343.,"Haydon, Benjamin Robert, Life of Benjamin Robert Haydon, Historical Painter, from His Autobiography and Journals. Edited and Compiled by Tom Taylor (New York: Harper, 1853). (*Sealts #262] IP: 180a, 346, 685;",IMC: 180a; TP: 180a; Unspec: 637
*344.,"Haydon, Benjamin Robert, Painting, and the Fine Arts: Being the Articles under Those Heads Contributed to the Seventh Edition of the Encyclopaedia Britannica, by B. R. Haydon ... and William Hazlitt (Edinburgh: Black, 1838). [*Sealts #263]",Unspec: 637
*344a.,"Hazlitt, William, Criticisms on Art: and Sketches of the Picture Galleries of England... With Catalogues of the Principal Galleries ... Edited by his Son (London: John Templeman, 1843). [*719]",Unspec: 719
345,"Hazlitt, William, The Life of Napoleon Buonaparte (1828-30).",Unspec: 299
*346.,"Hazlitt, William, The Round Table: A Collection of Essays on Literature, Men, and Manners (Edinburgh: Constable, 1817). [*Sealts #265]","Unspec: 175, 440a, 440f, 580"
347,"Hazlitt, William, The Spirit of the Age (1825).",BB: 637; Unspec: 637
*347a.,"Hazlitt, William, Table Talk; or, Original Essays on Men and Manners, 2d ed. (London: Col- bum, 1824). [*Sealts #266; see also Sealts #266a]",Unspec: 440a
-,"Hazlitt, William","see also 344, 502, 721a."
348,"Hegel, Georg Wilhelm Friedrich.",M: 31; BB: 211?
*349.,"Heine, Heinrich, The Poems of Heine, Complete: Translated in the Original Metres. With a Sketch of Heine’s Life. By Edgar Alfred Bowring (London: Bohn, 1861). [*Sealts #268]",Unspec: 303
350,"Hennen, John, Principles of Military Surgery, Comprising Observations on the Arrangement, Police, and Practice of Hospitals, and on the History, Treatment, and Anomalies Variola and Syphilis. Illustrated with Cases and Dissections, 3d ed. (London and Edinburgh: John Wilson, Princes Street, Soho; and Adam Black, 1829). [*491]",WJ: 491; Unspec: 571
351,"Herbert, George, The Temple ... The Priest to the Temple (Philadelphia: Hazard, 1855 or 1857). [*Sealts #270]","WW: 512b; Unspec: 213, 378, 686b"
352,"Herodotus, trans. William Beloe, in Classical Library (New York: Harper, [18—]), vols. 29-31. [*Sealts #147]","MD: 229, 365a"
*353.,"Herrick, Robert, Hesperides: or The Works Both Humane and Divine of Robert Herrick (Boston: Little, Brown, 1856). [*Sealts #271]","WW: 213, 432a, 489"
-,"Review, 41 (October 1824), 154-81. [*Sealts #200; *327]","WJ: 327!, 490, 491, 662a"
354,"Hesiod, Theogony (Hesiod’s works published in English in 1728).",JM: 296
360,"Hoffman, Charles Fenno, “Sparkling and Bright,” first published in New York American (8 May 1830), reprinted in Hoffman’s The Vigil of Faith, and Other Poems (1842), and included in various anthologies. [*229]","MD: 229, 377c"
355,"Hillard, George S., Siy Months in Italy (1844). [*637]",Unspec: 637?
356,"Hine, Ephraim Curtiss, The Haunted Barque, and Other Poems (Auburn and New York: M. H. Newman & Co., 1848). [*491]","WJ: 221, 491; Unspec: 213"
-,Historic Gallery of Portraits and Paintings,see 160a.
357,"Historical Account of the Circumnavigation of the Globe, and of the Progress of Discovery in the Pacific Ocean in Harper’s Family Library (New York: Harper, 1837), vol. 82. [Sealts #211; *461]","T: 133, 178, 213, 460, 480, 571; O: 461, 480!; WJ: 419"
-,“The History of a Cosmopolite”,see 496.
-,"A History of the County of Berkshire, Massachusetts",see 266.
358,"Hobbes, Thomas, The Leviathan, or the Matter, Form, and Power of a Commonwealth, Ecclesiastical and Civil (1651).","O: 146, 480; MD: 146, 229, 480; P: 146, 480; IP: 146, 480; Unspec: 229a, 283"
*359.,"Hodgskin, Thomas, “Abolition of Impressment,” Edinburgh",
361,"Hoffman, Charles Fenno, A Winter in the West (1835).",CM: 394
362,"Hoffman, David, Chronicles Selected from the Originals of Cartaphilus, the Wandering Jew (London: Thomas Bosworth, 1853). [*652]",C: 652?
362a.,"Hoffmann, Ernst Theodor Amadeus, Nachtstucke, Herausgegeben von dem Verfasser der Fantasiestucke in Callot’s Manier (Berlin: Bealschulbuchhandlung, 1817 [1816-17]). [*Sealts #274]",BT: 480a?
363,"Hogarth, William.","O: 380!, 480; R: 380!, 480; WJ: 380!, 480; MD: 480"
-,"Holbach, Paul Henri, Baron d’",see 207.
364,"Holden, Horace, A Narrative of the Shipwreck, Captivity, and Sufferings of Horace Holden and Benj. H. Nute: Who Were Cast Away in the American Ship Mentor, on the Pelew Islands, in the Year 1832: And For Two Years Afterwards Were Subjected to Unheard of Sufferings Among the Barbarous Inhabitants of Lord North’s Island (Boston: Weeks, Jordan, 1839; also, Boston: Bussell, Shattuck & Co., 1836). [*573]",T: 573; Unspec: 573
-,Holden's Magazine: Magazine. see Dollar,
*365.,"Hole, Samuel Reynolds, A Book about Boses, How to Grow and Show Them, 7th ed., rev. (New York: Gottsberger, 1883). [*Sealts #275a]","WW: 430, 440f"
*366.,"Homer, Homer’s Batrachomyomachia, Hymns, and Epigrams. Hesiod’s Works and Days. Musaeus’ Hero and Leander. Juvenal’s Fifth Satire. Translated by George Chapman. With Introduction and Notes, By Richard Hooper (London: Smith, 1858). [*Sealts #276]",Unspec: 198
*367.,"Homer, The Iliads of Homer, Prince of Poets. Never Before in Any Language Truly Translated, with a Comment on Some of His Chief Places. Done According to the Greek by George Chapman. With Introduction and Notes, by Richard Hooper (London: Smith, 1857). PSealts #277]","Unspec: 139, 200, 206, 213, 263,"
<*368.,"Homer, The Odysseys of Homer, Translated According to the Greek, by George Chapman. With Introduction and Notes by Richard Hooper (London: Smith, 1857). PSealts #278]","CM: 254; C: 315; Unspec: 139, 146, 206, 213, 263, 440a, 686b"
369,"Homer, trans. Alexander Pope, in Classical Library (New York: Harper, [18—]), vols. 32-34. PSealts #147]","M: 139; MD: 139, 206, 307, 377c, 509, 683; CM: 254; TIM: 377b; MP: 377b; Unspec: 263"
369a.,"Hood, Thomas, ""The Dream of Eugene Aram” (1829).",MD: 510a
370,"Hood, Thomas, “Miss Norman"" in Hood’s Own: Selected Papers With Comic Illustrations (G. P. Putnam & Co., March, 1852). [*529] B:529?",
<*371.,"Hood, Thomas, The Poetical Works [with a Memoir of the Author by Richard Monckton Milnes] (Boston: Little, Brown, 1860). PSealts #279]",M: 33; Unspec: 315
*372.,"Hope, Thomas, Anastasius; or, Memoirs of a Greek (London: Murray [etc.], 1836). PSealts #282; see also Sealts #281]","MD: 229, 347a, 532; C: 315; Unspec: 100, 181a, 208, 333!, 478"
373,"Horace, trans. Philip Francis, in Classical Library (New York: Harper, [18—]), vols. 18-19. PSealts #147]","LRM: 267?; CM: 254; C: 461b, 512b; JG: 295; MP: 295"
373a.,"Houston, George, “ ‘The Confidence Man’ on a large Scale,” New York Herald (11 July 1849), 2. [*479a; *487a]","CM: 479a, 487a, 510b, 686a, 705"
*374.,"Howell, James, Instructions for Forreine Travell, in Edward Arber, ed., English Reprints (London, 1869). [*Sealts #285b]",BB: 345
-,"""Iconoclasm in German Philosophy""",see 533a.
375,"Howitt, William, The Aristocracy of England: A History for the People. By John Hampden, Junr. [pseud.], [2d ed. (London: Wilson, 1846)?]. [*Sealts #288; *181]",P: 181!
-,Hudibras,see 102.
376,"Hudson, Henry Norman, Lectures on Shakespeare (New York, 1848). [*537]",BC: 537; BB: 537
*376a.,"Hugo, Victor-Marie, Comte, The Literary Life and Poetical Works of Victor Hugo. Translated into English by Eminent Authors ... Now First Collected and Edited by Henry Llewellyn Williams (New York: Hurst, [1883]). [*Sealts #290]",WW: 512b
377,"Hume, David [including his essay ""Of Suicide"" in Essays on Suicide and the Immortality of the Soul (1783)].","M: 377a; R: 146, 254; CM: 254, 441, 481d; Unspec: 146, 441"
377a.,"Hume, David, The Natural History of Religion (1757).",MD: 365a
378,"Hunt, James Henry Leigh, Bacchus in Tuscany, A Dithyrambic Poem from the Italian of Francesco Redi (1825).","CM: 254, 440c, 504b"
379,"Huxley, Thomas Henry, ""A Liberal Education” (1870).",BB: 571?
-,Hymns,"see 273, 569, 748, 764."
380,"""An Illustrated Criticism,” New York Tribune (6 Feb. 1849), 2. [*669]",Unspec: 669!
-,“Incense of the Heart”,see 737a.
-,India,"see 322a, 380a."
380a.,"""India” in Edinburgh Encyclopedia, American ed. (1832), 11,",
284,[*365a],CM: 365a? 380b. “Indian Traditions of Mon¬
-,"ument Mountain,"" Pittsfield Sun (31 Oct. 1833). [*461c]",T: 461c?; P: 461c?
-,"Irving, Washington. 0:12;","HHM: 129; Unspec: 129, 213"
381,"Irving, Washington, Bracebridge Hall; or, The Humorists: A Medley (1822). PB:576",
*382.,"Irving, Washington, A History of New York, from the Beginning of the World to the End of the Dutch Dynasty by Diedrich Knickerbocker [pseud.] (New York: Van Winkle, 1824). [*Sealts #292]","OZ: 226; R: 504c; WJ: 265, 676; Unspec: 439"
383,"Irving, Washington, History of the Life and Voyages of Christopher Columbus (1828).",BC: 659?
384,"Irving, Washington, “The Little Man in Black"" in Salmagundi; or, the Whim-Whams and Opin- ions of Launcelot Langs taff, Esq. and Others (1808).",R: 496; B: 576; CM: 461a
385,"Irving, Washington, The Sketch Book, by Geoffrey Crayon, Gent, [pseud.] (1819-20).","R: 481, 640; MD: 334a; PMP: 514; PB: 576!; JR: 576!; ATT: 488b, 508b; TP: 566; IT: 576!"
-,“Rip Van Winkle”:,"E: 497b?; HF: 621?; IMC: 576; WW: 100, 316, 440f, 489"
391,"James, Henry, Moralism and Christianity; or Man’s Experience and Destiny (1850).",P: 181?
392,"James, William, The Naval History of Great Britain, from the Declaration of War by France in 1793, to the Accession of George TV ... A New Edition (London, 1826 [or later edition]). [*Sealts #294a]","BB: 172a, 213, 229a, 345!, 546"
386,"Irving, Washington, Tales of a Traveller (1824). B: 576;",TF: 576
393,"Jameson, Anna Brownell Murphy, Legends of the Madonna (1852).",BC: 560?
<*387.,"Irving, Washington, Works (Philadelphia: Lea & Blanchard, 1840). [*Sealts #292a]","T: 576; O: 576; M: 576; R: 576; WJ: 576; B: 576; WW: 440f 394. ‘‘Jaques Le Laid,” The Token,"
-,"ed. S. G. Goodrich (Boston, 1838), especially pp. 203-5. [*582]",WJ: 582? 388. ‘‘Is Man One Or Many?” re¬
-,"view of Types of Mankind, by J. C. Nott, M.D., and George R. Gliddon, Putnam’s Monthly Magazine, 4 (July 1854), 1-14. [Sealts #413]",BC: 299; TG: 599?
*395.,"Jarves, James Jackson, The Art-Idea: Part Second of Confessions of an Inquirer (New York: Hurd & Houghton, 1864). [*Sealts #296]",Unspec: 527
-,Jean-Paul,see Richter.
*389.,"Jacobs, Thomas Jefferson, Scenes, Incidents, and Adventures in the Pacific Ocean; or The Islands of the Australasian Seas, during the Cruise of the Clipper Margaret Oakley, under Capt. Benj. Morrell (New York: Harper, 1844). [*Sealts #293]","M: 226; Unspec: 212, 226"
390,"James I, King of Great Britain, Daemonologie (1597).",MD: 397a; BC: 486
-,"Jefferson, Thomas.",MD: 320
396,"Jefferson, Thomas, ‘‘First Inaugural Address” (1801).",BP: 320
*397.,"Jeffrey, Francis, review of A Selection from the Public and Private Correspondence of Vice-Admiral Lord Collingwood, by G. L. Newnham Collingwood (1828), Edinburgh Review, 47 (May 1828), 385- 418. [*Sealts #200; *327]","WJ: 327!, 490, 491, 662a; BB: 345"
-,Sources 398-^09,
398,"Jerrold, Douglas Black-ey’d Susan (1829).","BB: 270, 284, 345"
-,"William,",
398a.,"Jerrold, Douglas William, The Housekeeper (1825). P:651b",
399,"Jerrold, Douglas William, The Mutiny at the Nore. A Nautical Drama, in Two Acts in Lacy’s Acting Edition of Plays (London: Lacy, [18—]), vol. 78. [*Sealts #297]","BB: 213, 270"
400,"Johnson, Samuel, A Dictionary of the English Language (1755).",MD: 49
<*401.,"Johnson, Samuel, The History ofRasselas Prince of Abyssinia (Philadelphia: Lippincott, 1869). [*Sealts #300]","T: 7, 397, 481c; P: 576b"
402,"Johnson, Samuel, ""Life of Addison"" in The Lives of the Poets (1779-81). P:603? Johnson, Samuel",see also 449.
403,"Johnston, David Claypoole, ""A Lesson in Seamanship"" [cartoon] in Scraps (Boston, 1840). [*212]",R: 212
404,"Jones, Sir William, The Works of Sir William Jones (1799).","MD: 530; Unspec: 618, 662"
*405.,"Jonson, Ben, The Works of Ben Jonson, Which were formerly Printed in Two Volumes, are now Reprinted in One. To which is added A Comedy, Called The New Inn. With Additions never before Published (London: Herringman [etc.], 1692). [*Sealts #302]","WJ: 416; WW: 440f; Unspec: 95, 100, 213, 440a, 442a"
-,Bartholomew Fair:,CM: 291b
-,The Gipsies Metamorphosed:,CM: 330a?
-,Masque of Blacknesse:,"JM: 193, 668!"
-,Masque of Queenes:,JM: 441b
-,"""An Ode to Himself’:",TIM: 160;
-,MP: 441b Volpone:,CM: 479a; Unspec: 100
406,"Josephus, Flavius, The Works of Flavius Josephus, trans. Whiston (New York, 1853); or, The Works of Josephus, trans. Robert Traill (London, 1847-51). [*315]",C: 315
*407.,"Judd, Sylvester, Margaret. A Tale of the Beal and Ideal, Blight and Bloom; Including Sketches of a Place Not Before Described, Called Mons Christi (Boston: Jordan & Wiley, 1845). [*Sealts #303]","P: 101 [r 124], 139, 159, 265, 504, 511c; Unspec: 123, 146"
408,"Kant, Immanuel.","R: 283, 441; M: 283, 441; MD: 283, 303, 441, 686b; P: 283, 303, 441; Unspec: 283"
409,"Kant, Immanuel, The Critique of Pure Reason (1781).","MD: 211, 713; P: 211; BB: 211"
-,"Keats, John.",MD: 407; Unspec: 686b
-,Sources 409a-A22,
409a.,"Keats, John, “La Belle Dame sans Merci” (1820). M:511a",
410,"Keats, John, Endymion (1818).","M: 213, 226, 345a, 488; P: 181; CM: 504b"
411,"Keats, John, “Lamia"" (1820).",M: 226; P: 181; TIM: 326
412,"Keats, John, Letter to Benjamin Bailey (23 January 1818) in The Letters of John Keats, ed. John Gilmer Speed (New York, 1883), 1, 162; or, The Poetical Works and Other Writings of John Keats, ed. Harry Buxton Forman (London, 1883), 3, 106. [*374]",BB: 374?
413,"Keats, John, Letter to John Hamilton Reynolds (3 May 1818).",P: 181
414,"Keats, John, “Ode on Melancholy” (1820).","P: 181, 555, 561b"
414a.,"Keats, John, Nightingale” (1820).",BP: 441b
-,“Ode to,
415,"Keats, John, ""On First Looking into Chapman’s Homer” (1816).",C: 315
416,"Keats, (1838).",P: 555
-,"John, ""To Sleep”",
417,"Kempis, Thomas a, Imitation of Christ [De imitatione Christi] (translated into English c. 1450).",JM: 489? 417a. “The King of the Southern
-,"Sea” [song], Sailors' Magazine, 16 (Dec. 1843), 129. [*718]",MD: 718
418,"Kinglake, Alexander William, Eothen (1844).","C: 228, 315; Unspec: 228, 273b"
-,"Kipling, Rudyard.",JM: 441b
419,"Kipling, Rudyard, The Light That Failed, authorized ed. (New York: United States Book Co., [c. 1890]). [*Sealts #309]",Unspec: 478
*420.,"Kirkland, Caroline Matilda Stansbury, Holidays Abroad; or, Europe from the West (New York: Baker & Scribner, 1849). [*Sealts #311]",Unspec: 622
421,"Kitto, John, Cyclopaedia of Biblical Literature (1845).","MD: 165, 182!, 229, 248, 334, 339, 377c, 436, 481c, 506, 532, 651a; B: 517; CM: 459c, 503a; C: 315; WW: 512b; Unspec: 223, 534d, 651a"
421a.,"Kitto, John, Daily Bible Illustrations (1st ed., 1852; New York: Robert Carter, 1860), vol. 6 [out of eight; commentary on the Book of Isaiah], [*503a]",CM: 503a
-,"The Knickerbocker, or New-York Monthly Magazine","see 77a, 135, 143, 259, 582, 747a, 747b."
*422.,"Knight, Charles, ed., London (London: Knight, 1841^14), 6 vols. in 3. [*HH; Sealts #312]",MD: 229; PMP: 500b; IP: 448; PB: 576; Unspec: 213
-,Sources 423—432a,
423,"Knight, Charles, ed., Mind Among the Spindles, A Selection from the Lowell Offering (London: C. Knight, 1844). [*524] PB. 524",
423a.,"Knox, John, A New Collection of Voyages (1767).",MD: 377c
424,"Knox, Robert, An Account of the captivity of Capt. Robert Knoy, and other Englishmen, in the island of Ceylon (1681).","R: 273b; WJ: 273b, 491; Unspec:"
*425.,"Kotzebue, Otto von, A New Voyage round the World, in the Years 1823, 24, 25, and 26 (London: Colburn & Bentley, 1830). [*Sealts #313]","T: 7; O: 10, 16, 17, 133, 133c, 475b,"
425a.,"Kotzebue, Otto von, Voyage of Discovery in the South Sea, etc. (London, 1821) in Phillips’s Collection of Voyages, vol. 6. [*182]",MD: 182
426,"Krusenstem, Adam Ivan, Voyage round the World, in the Years 1803-1806 (London, 1813). [*229]",MD: 229?
*427.,"La Bruyere, Jean de, The Works ofM. De La Bruyere. In Two Volumes. To Which Is Added the Characters of Theophrastus. Also the Manner of Living with Great Men; Written after the Manner of Bruyere, by N. Rowe (London: Bell, 1776). [*Sealts #314]","Unspec: 175!, 213, 265 428."
-,"Lacepede, Etienne de, Oeuvres du Comte de Lacepede (Paris, 1836). [*148]",MD: 148?
-,"Laertius, Diogenes",see 216.
-,Lalla RookJr. see 504.,
429,"Lamartine, Marie-Louis-Alphonse de, Pilgrimage to the Holy Land (1835).","C: 315, 333"
*430.,"Lamb, Charles, Specimens of English Dramatic Poets, Who Lived about the Time of Shakspeare. With Notes. By Charles Lamb (New York: Wiley &, Putnam, 1845). [*Sealts #318]","MD: 82a; P: 576b; Unspec: 213, 440a, 440e, 477"
*431.,"Lamb, Charles, The Works ... A New Edition (London: Moxon, 1848). [*Sealts #316; see also Sealts #315] R. 212;","TBB: 317; HHM: 513; MD: 48, 51, 213, 229; B: 463, 517; PB: 576; CM: 365a, 440c, 487a, 503a; BB: 521?; Unspec: 92, 100"
-,"Lamb, Charles",see also 686.
*432.,"la Motte-Fouque, Friedrich Heinrich Karl, Freiherr de, Undine, and Sintram and His Companions. From the German (New York: Wiley & Putnam, 1845). [*Sealts #319]","M: 213, 226!, 283, 345a, 481c, 488; WW: 283; Unspec: 303"
-,"Landor, Walter Savage.",TIM: 441b?
432a.,"Landor, Walter Savage, “Past Ruined Ilion” (1831).",TIM: 441b?
-,"Langdon, E. G.",see 598.
433,"Langsdorff, George H. von, Voyages and Travels in Various Parts of the World ... 1803-1807 (London, 1813). [*480]","T: 86, 133!, 213, 228, 460; O: 461, 480, 557; MD; 133, 182, 201"
433a.,"Lanier, Sidney, The Science of English Verse (1880).",JM: 488a
434,"La Perouse, Jean-Francois de.",Unspec: 228
<*435.,"La Rochefoucauld, Francois, Due de, Prince de Marcillac, Reflections and Moral Mayims ... With an Introductory Essay by Sainte-Beuve and Explanatory Notes (London: Hotten, [187-]). [*Sealts #321]",HHM: 254; CM: 254
-,“The Last of the Boatmen”,see 516.
<436.,"Lavater, Johann Caspar, Essays on Physiognomy (published in German, 1775-78; in English, 1789-98). [Sealts #322]","OZ: 130, 189; M: 130, 148, 189, 283; R: 148, 283; WJ: 189; MD: 130, 182, 189, 229, 283, 344, 474; P: 148, 189, 283; CM: 189, 283; C: 283; BB: 344; Unspec: 571"
-,"on the Manners and Customs of the Inhabitants (New London, Conn.: Lay &, Hussey, 1828). [*Sealts #323]","T: 461 d?; MD: 147, 229, 461d"
438,Lazarillo de Tormes (1553). [Sealts #324] IP: 265;,Unspec: 236
439,"Ledyard, John.",BC: 173? See also 661.
440,"Leech, Samuel, Thirty Years from Home, or A Voice from the Main Deck, being the Experience of Samuel Leech, who was for Six Years in the British and American Navies: Was Captured in The British Frigate Macedonian: Afterwards Entered the American Navy, and Was Taken in the United States Brig Syren, by the British Ship Medway (Boston: Charles Tappan, 1843). [*491]","R: 212; WJ: 133, 312, 345a, 419, 437, 490, 491!, 543, 684"
441,"Leggett, William, “Brought to the Gangway,” New York Mirror, 11 (19 April 1834), 329-31; collected in Naval Stories (New York, 1834). [*207]","WJ: 207 [r 429], 334a, 437, 490"
-,The Lawyer’s Story,see 469b.
441a.,"Leggett, William, “Meny Terry,” in Naval Stories (1834).",BB: 334a
*437.,"Lay, William, and Cyrus M. Hussey, A Narrative of the Mutiny, on Board the Ship Globe, of Nantucket, in the Pacific Ocean, Jan.",
1824,And the Journal of a Residence of Two Years on the Mulgrave Islands; with Observations,
442,"Leggett, William, “A Watch in the Main-Top,” first collected in Tales and Sketches by a Country Schoolmaster (1829), and reprinted in the second edition of Naval Stories (1835). [*429]",WJ: 429
-,Lavengro,see 71.
-,Leigh Hunt’s Journal: A Miscellany,see 723b.
443,"Leonard, Levi W., The Literary and Scientific Class Book, Embracing the Leading Facts and Principles of Science (Keene, N.H., 1825 [or later edition]). [*Sealts #325a]","Unspec: 455, 571"
-,"Leopardi, Giacomo","see 722, 729."
444,"Lesage, Alain-Rene, The Adventures of Gil Bias of Santillane (1715-35).","MD: 165, 182, 229"
444a.,"Lesage, Alain-Rene, Le diable boiteuy (1707).",CM: 440c
-,"Lewes, G. H.",see 578.
445,"Lewis, Matthew Gregory, The Monk (1796).","P: 187a, 198"
-,Life in a Man-of-War,see 498.
-,Life on Board a Man-of-War,see 79.
446,"Linnaeus, Carolus, Systema naturae (1776). [*148]","MD: 148?, 201"
-,"Linton, William",see 209.
446a.,"Literary World articles, Literary World, 1 (Feb. 1847).",HHM: 512b; JM: 512b; TIM: 512b
447,"Little, George, Life on the Ocean (1843).",R: 212
448,"Livy, The History of Rome, trans. George Baker, in Classical Library (New York: Harper, [18—]), vols. 24-28. PSealts #147]",CM: 245
449,"Lobo, Father Jerome, A Voyage to Abyssinia (translated into English in 1735 by Samuel Johnson).",MD: 268
450,"Locke, John, Essay concerning Human Understanding (1690).","M: 143, 226; MD: 371; B: 619a?"
451,"Lockhart, John Gibson, Beginald Dalton ([New York: Duyckinck, 1823?]). PSealts #327a]",F: 209; P: 209
452,"Lockwood, John A., ""Flogging in the Navy,"" United States Magazine, and Democratic Review, 25 (August 1849), 97-115 [first of five articles, August through Dec. 1849], [*327; *490]","WJ: 327!, 490, 662a"
*453.,"The London Carcanet. Containing Select Passages from the Most Distinguished Writers. From the Second London Edition (New York: Peabody, 1831). [*Sealts #331]","F: 213; Unspec: 163, 169, 175, 200, 212, 440a, 440e, 488a"
-,Literary World,"see also a, 46b, 205, 253, 260, 446a, 507, 578, 579, 580, 598, 701, 754."
454,"Longfellow, Henry Wadsworth, ""The Building of the Ship"" (1849).",WJ: 338?; MD: 338
-,Littell’s Living Age,"see 25a, 25b, 577a."
*454a.,"Longfellow, Henry Wadsworth, Evangeline, a Tale of Sources 454a-464a Acadie, 5th ed. (Boston: Ticknor, 1848). [*Sealts #332) E:499b?",
460a.,"Lyell, Sir Charles, The Principles of Geology (1830-33). M:459a",
454b.,"Longfellow, Heniy Wadsworth, Hiawatha (1855).",CM: 440c
461,"Lyell, Sir Charles, A Second Visit to the United States of North America (1849).",MD: 583?; Unspec: 583?
455,"Longfellow, Henry worth, Hyperion (1839).","P: 104a [r 104b], 338?"
-,Wads¬,
456,"Longfellow, Heniy worth, Kavanagh (1849).","P: 104a, 181, 338; C: 338?"
-,WadsLynn News,see 259a.
457,"Longfellow, Henry Wadsworth, “The Village Blacksmith’’ (1841).","MD: 171, 338"
458,"Lowell, James Russell, A Fable for Critics (1848).","P: 499; CM: 161, 254, 265, 499"
-,"Lucca, Signor Gaudentio di",see 215.
458a.,"Lucian of Samosotafrom the Greek with the Comments and Illustrations ofWieland and Others, trans. William Tooke (London: Longman, Hurst, Rees, Orme, & Brown, 1820), 2 vols. [*481c]","MD: 143, 481c"
-,"Lytton, Edward George Earle Lytton Bulwer-Lytton, First Baron",see Bulwer-Lytton.
<462.,"Macaulay, Thomas Babington Macaulay, First Baron, Essays, Critical and Miscellaneous in The Modern British Essayists ([Philadelphia: Carey & Hart, 1847-49]), vol. 1. TSealts #359]",M: 32; CM: 254
*463.,"Macaulay, Thomas Babington Macaulay, First Baron, The History of England from the Accession of James II (New York: Harper, 1849-61), vols. 1 and 2. [*Sealts #335; see also Sealts #336-37]","BC: 342, 365a, 504b; Unspec: 213"
459,"Lyell, Sir Charles, Elements of Geology, 2d ed. (London, 1841). [*153]",M: 153
*464.,"Macgregor, John, The Rob Roy on the Jordan, Nile, Red Sea, and Gennesareth, &c. A Canoe Cruise in Palestine and Egypt, and the Waters of Damascus ... With Maps and Illustrations (New York: Harper, 1870). [*Sealts #340]",C: 333
460,"Lyell, Sir Charles, Geological Evidences of the Antiquity of Man (1863). MP: 180, 512b",
464a.,"Machiavelli, Niccolo, The Prince (1513; first published English translation, 1640).","Unspec: 708? 458b. “Lucian,” Cornhill Review, 36 (Sept. 1877), 336^18. [*148b] Unspec: 148b?"
*465.,"Mackay, Charles, ed., Songs of England. The Book of English Songs (London: Houlston & Wright, [1857]). PSealts #342)","BB: 172a; Unspec: 146, 315, 382"
466,"Mackenzie, Alexander Slidell, The Life of Paul Jones (1841). IP: 213 [r 685], 317, 440d, 481e",
*467.,"Macpherson, James, Fingal, an Ancient Epic Poem, in Six Books: Together with Several Other Poems, Composed by Ossian the Son of Fingal. Translated from the Galic Language, by James Macpherson, 2d ed. (London: Becket &, De Hondt, 1762). PSealts #343]","M: 30, 32, 200, 226, 345a; R: 212, 380; MD: 87; Unspec: 213"
*468.,"Macpherson, Robert, Vatican Sculptures, Selected, and Arranged in the Order in Which They Are Found in the Galleries, Briefly Explained (London: Chapman & Hall, 1863). PSealts #344]",Unspec: 527
<*469.,"Macy, Obed, The History of Nantucket; Being a Compendious Account of the First Settlement of the Island by the English, together with the Bise and Progress of the Whale Fishery; and Other Historical Facts Relative to Said Island and Its Inhabitants. In Two Parts (Boston: Hilliard, Gray, 1835). PSealts #345]","MD: 84, 133!, 147, 165, 176a, 182, 229, 274a, 377c; C: 179, 213; Unspec: 176a, 213, 214"
-,‘‘Magnetic Influences”,see 135.
469a.,"Maha-Parinibbana-Sutta, ed. R. C. Childers (London, 1878). [*512b]",JM: 512b?
469b.,"Maitland, James A., The Lawyer’s Story; Or, The Wrongs of the Orphans. By a Member of the Bar, chapter 1 published as an advertisement in the New York Times (18 Feb. 1853) or the New York Tribune (18 Feb. 1853). [*599a] B: 599a!, 674b",
470,"Making a Passage, or Life in a Liner (1844). [*228]",R: 228?
471,"Malory, Sir Thomas, Le Morte Darthur (1485). B:503?",
472,"Malthus, Thomas Robert, An Essay on the Principle of Population (1798; 2d ed., rewritten and augmented, 1803).","M: 185, 226; PB: 524"
473,"Malthus, Thomas Robert, An Inquiry into the Nature and Progress of Rent (1815).",PMP: 524
474,"Malthus, Thomas Robert, Observations on the effects of the Corn Laws, and of a rise or fall in the price of Corn on the agriculture and general wealth of the country (London: J. Johnson, 1814); 3d ed. published in 1815, with The grounds of an opinion on the policy of restricting the importation of foreign corn, as an appendix. [*524]",PMP: 524; PB: 524
-,Man-of-War’s-Man,see 476a.
-,Sources 475—486,
*475.,"Mangan, James Clarence, Poems ... With Biographical Introduction by John Mitchel (New York: Haverty, 1859). [*Sealts #347]","BP: 488a; JM: 488a; Unspec: 143, 243, 275, 315"
<*476.,"The Mariner's Chronicle; Being a Collection of the Most Interesting Narratives of Shipwrecks, Fires, Famines, and Other Calamities Incident to a Life of Maritime Enterprise, by Archibald Duncan (Philadelphia: Humphreys, 1806). [*Sealts #194]","R: 162; Unspec: 162, 182, 229"
